Timestamp,X,Y,Z,u,v,l,theta
0.0,0.2741030589348839,-1.6430635566056777,0.195114345851241,912.5663554975404,294.4059694816333,4.978993565456105,-2.5206243080160275
0.04,0.2734692535115578,-1.377584110095307,0.3210695057134183,874.1464499761707,270.1398303458995,5.27569063440772,-2.6186168621262076
0.08,0.26671273392325,-1.126769667338955,0.42133724279973617,836.2645815079948,249.96461364412806,5.343356327078059,-2.6855198660309147
0.12,0.2589763819546276,-0.8831402225516932,0.49698648205914925,797.060229916426,234.1186962038128,5.281524196212892,-2.8194936344600783
0.16,0.25062261986727746,-0.6491021955615449,0.5494688732568215,756.9775329252692,222.74700628813153,5.093611856868244,-2.9389712304690696
0.2,0.24051934520848528,-0.4186888082228751,0.5801803515609475,715.1773759725907,216.0249918068341,5.310333832325518,-3.0119590207385953
0.24,0.2341728765687618,-0.19287884435119,0.5880569319873283,671.0029905070323,214.6515640224494,5.681110358727634,3.1143961975983956
0.28,0.2238425144104568,0.019561582786299582,0.5756424238352725,627.5320609092806,218.50391103882893,4.951166642831095,3.005439983440087
0.32,0.21143199074843622,0.2185826554366806,0.5484907480952382,584.8105833588243,226.52147264354798,5.80035235814629,2.900075723756159
0.36,0.1983578038992814,0.4151702802006485,0.4982337306309751,540.3365132030968,241.3715384362909,5.973992126457406,2.7694220629470223
0.4,0.18572368800235414,0.6032773660173096,0.4318265888968514,495.488862320141,261.54811468001543,6.273688749951937,2.6438602299075447
0.44,0.17215434029266574,0.7808653515139277,0.3488575432190507,451.21938362554283,287.4892566321697,6.3470213479073,2.5493980599792887
0.48,0.15854888633632544,0.9516747625808751,0.24785258205572677,406.7094321109712,319.9535220758752,6.739526337300379,2.475421263135161
0.52,0.14612839555068607,1.1143694741663401,0.1319630747592459,362.41656778515386,358.2207136659099,7.403767587006575,2.3815165742926174
0.56,0.13006975355337222,1.274650692061562,0.035981118441475377,316.94298075098556,392.30249935536517,7.839656377668721,-2.66745990473002
0.6,0.09258026927452441,1.481215997934587,0.1520565211933682,252.64078507181614,363.87190171290445,7.836815422852434,-2.589466941176127
