Timestamp,X,Y,Z
423.1714968681336,0.0901667813078087,1.388977191181092,0.1747105096614412
423.1768763065338,0.0849575218683367,1.3542256055518855,0.1824380603700441
423.1825096607208,0.0794022760598767,1.32733270803847,0.187676482124274
423.1880905628204,0.0740694167057779,1.288633119949064,0.1984907854263151
423.193728685379,0.0699804969090582,1.2611520563830705,0.2034927178832724
423.1991357803345,0.0643958989768437,1.2206997748678898,0.2127035773204901
423.2047221660614,0.0600783292698137,1.1844567129920422,0.2230622509588651
423.21024680137634,0.0570397050785553,1.1428905481220506,0.2357241121366304
423.2157547473908,0.0523112967575675,1.1095956156328697,0.2416174634155869
423.2213623523712,0.0505690303921536,1.0799273611549347,0.2486148032356478
423.2268099784851,0.0444022976354362,1.0442838274264012,0.2553602341700602
423.2331693172455,0.039724993982766,1.014195894840101,0.2580282120578099
423.2379910945892,0.0345501545644727,0.9805751517943684,0.262953528758364
423.2442960739136,0.0317980893499374,0.9487050353465052,0.2695843273785081
423.2493076324463,0.0261422524559805,0.9163346503834556,0.275133207798798
423.25488686561584,0.0216832561137995,0.8907776524622708,0.2767764295322374
423.2601871490479,0.0166569690690575,0.8528133609151733,0.2850184047394144
423.2657773494721,0.0146740083980575,0.8232691406213495,0.2884635093899985
423.2719600200653,0.0083699993951994,0.7897318953311698,0.2944975023133374
423.2775418758392,0.0044330057958604,0.7596377550019469,0.2975154208898667
423.2831156253815,0.0008578736283487,0.7256489925561289,0.3018533780940682
423.2882220745087,-0.0056344101314578,0.7000113992704028,0.3039587968049795
423.2934980392456,-0.0085557727768629,0.668231344886481,0.308348052778701
423.29932928085327,-0.0124890656271247,0.6340999544098671,0.3132570797725531
423.3045980930328,-0.0182741371756338,0.6075862744784241,0.3140403869819856
423.3109419345856,-0.0216813964549112,0.5770555154997175,0.3163278668620033
423.3164761066437,-0.0256210541729954,0.542344914787453,0.3206625302077743
423.3214871883392,-0.0295639895276199,0.5157531997024009,0.3223744218849362
423.3276181221008,-0.0340455805790309,0.48507392902245,0.3247601631970782
423.332373380661,-0.0385904346785511,0.4539853500655656,0.3269402232554315
423.3381245136261,-0.0436409675919158,0.4252009280321293,0.3270774183784479
423.3437674045563,-0.0476631141771801,0.3938888453238354,0.3304314200726146
423.3497734069824,-0.050470022187904,0.3656334410790401,0.3294036469155661
423.3546054363251,-0.0551812519881043,0.3392661507735863,0.3282619145022689
423.36079502105713,-0.059872961979455,0.3085705032703021,0.3328668924013447
423.3658802509308,-0.0627520309493546,0.2789746439895052,0.3310785222365675
423.3714005947113,-0.0710306476310872,0.2417953885472333,0.3345874906350898
423.3768107891083,-0.0746737424652983,0.2134236394139697,0.3337487024507033
423.3824369907379,-0.0787006361931245,0.1858869490423871,0.3321442332418165
423.3879618644714,-0.0834816748356684,0.1557887763848442,0.3332574271303052
423.3940103054047,-0.0869768350693788,0.1264866921610569,0.331041182756272
423.399827003479,-0.0904759535660424,0.0987557531150646,0.3298839051926412
423.404768705368,-0.0950268304148297,0.071840320385015,0.3288287116758577
423.41100120544434,-0.0988377360946818,0.0427393278472787,0.3268263674125726
423.4163887500763,-0.1029742397234012,0.0148505736948267,0.3244801703710356
423.421749830246,-0.1065695589309283,-0.0134863053305418,0.3223458365603899
423.4269046783447,-0.1111668130341817,-0.039734702761436,0.3205837955162067
423.4328894615173,-0.1146776302493129,-0.0680771425872011,0.3170687580230247
423.438759803772,-0.1190830491275172,-0.0959044597865852,0.3147099062294196
423.4441425800324,-0.1228085139594147,-0.1234598986219004,0.3120347546459701
423.4492650032044,-0.1266270505178415,-0.1494907293498337,0.3088799671875299
423.4551913738251,-0.1292709189335347,-0.1772496816880169,0.3058885171878904
423.4602739810944,-0.1341331423037327,-0.2040873860448691,0.3017600556694058
423.4657061100006,-0.137507347604309,-0.2318568985830804,0.2969924021586072
423.4712736606598,-0.1414967340527078,-0.2602149187357137,0.2933488133041111
423.477422952652,-0.1456050610261241,-0.2861423017307778,0.288089888832796
423.4825432300568,-0.1494499181478992,-0.3120552293808865,0.2844911351046182
423.4887459278106,-0.1532962704362409,-0.3389304195391487,0.2797365903211688
423.4942698478699,-0.1561310059448553,-0.3665489690879677,0.2743903370468807
423.4990713596344,-0.1608966407044542,-0.3919138244390592,0.2690511309070471
423.5055158138275,-0.163825218598829,-0.4200656457571334,0.2633141507528136
423.5105879306793,-0.1667611302598939,-0.4447191585817855,0.2576944374182421
423.5162336826325,-0.17135041990995,-0.4714544279576091,0.2511870581241129
423.5215311050415,-0.1742041216631022,-0.4983127175715951,0.2457000375190723
423.5268959999085,-0.1778023005467697,-0.524270606429122,0.2378597421806516
423.53246092796326,-0.1821563462665651,-0.5497150894114107,0.2320373493661172
423.5384056568146,-0.1848922468817435,-0.5757431488157534,0.2255240294186606
423.5435299873352,-0.1885582113697915,-0.6025037198913681,0.2172842255417533
423.54911041259766,-0.1925547424095326,-0.6283146339241192,0.2106784290351744
423.55504083633423,-0.1964042049378829,-0.6523258281066517,0.2029505230573709
423.5611214637756,-0.1990775937376248,-0.6790887088176625,0.195845289068743
423.56613755226135,-0.202503795771164,-0.7043345790856275,0.1870664516788467
423.5715386867523,-0.2063171385652364,-0.7296214005425923,0.1794137217892912
423.5773091316223,-0.2090098483860951,-0.7554512549267343,0.1710238362406138
