Timestamp,X,Y,Z,u,v,l,theta
0.0,0.3000715810393158,-1.194103149081329,0.2129293710231827,951.6476216919312,393.70328500016467,6.541958653921865,-2.778714858196022
0.04,0.2814278174255097,-0.9735133243832718,0.2615821643361879,895.2454937887709,378.1985282202075,8.017923261105702,-3.03331866885991
0.08,0.266788179964345,-0.7539108238992689,0.2929501190270471,837.8877041009117,374.4396735461163,7.778134700914868,-3.0388307062896582
0.12,0.25361967690652076,-0.5455207038655199,0.312324308628194,782.458588632668,365.25038827381326,6.3747240244580645,-3.1605602594792725
0.16,0.23915390132117023,-0.3436821147839189,0.3203425898324619,723.2591242481747,360.55235636382105,5.3441989738065026,3.2159789836161834
0.2,0.2296043586727338,-0.142748355083152,0.3134550836184897,672.3834972545474,364.0189134323776,5.815336126666031,3.301478370686324
0.24,0.2154618909295493,0.04846923596627329,0.29438441993442915,616.180030481884,371.94877832774546,6.7160866539584845,2.8575497254741644
0.28,0.201665777788504,0.23339103008902726,0.26591512512601234,566.7828080520745,377.4862269650398,7.425693193236396,3.040699180069226
0.32,0.18918974398444816,0.4118091372605798,0.22294454867091326,520.7668165298086,388.41928546561775,6.0794265926490585,2.920740174745865
0.36,0.17577620639369876,0.5837267496398326,0.17187421626671387,467.3847262084037,406.3210303942944,7.494063926783803,2.871669139774539
0.4,0.15966098915243418,0.7547281978663215,0.10551491655022356,421.8695002622637,422.00679801024717,5.813821299873275,2.867825687767207
0.44,0.1473881879680552,0.9169068662925537,0.02988591472368442,378.6296777451121,446.9104323554525,7.342611933546925,2.7493738476236174
0.48,0.13460273682799684,1.0498471543398744,0.08329199320175552,337.4199669024668,432.32370438654425,6.690606953691066,-2.594156278016762
0.52,0.12383386412506173,1.1819041728992872,0.14006893820043012,294.81255814747107,416.75799386466724,4.173092860091718,-2.775379906303169
0.56,0.11315877083394098,1.2979883586757854,0.18780057503860065,265.41595052023433,403.78665688934626,3.7882734403615217,-2.718428789395017
0.6,0.10549311850536365,1.418935372260244,0.21748632953903826,226.00835228242403,397.12529629202083,4.066202087413506,-2.9016980222077047
