Timestamp,X,Y,Z,u,v,l,theta
0.0,-0.0671036548934616,-1.1599978189405504,0.1840528196494837,965.6361996234314,424.8322081731288,5.690234775742999,-2.6563557103374955
0.04,-0.021512644890998002,-0.9559276292164761,0.25203052175397567,906.1883620751577,403.051710345854,8.275922411512836,-2.884723302058626
0.08,0.02533687470922846,-0.7552922678201378,0.3039802716770653,849.4103590559017,381.01259782301275,5.98348548963952,-2.8439130915892368
0.12,0.07045602048128398,-0.5614360605050969,0.34271823133464663,789.1706442422004,368.07583566274485,8.747608511554834,-2.8502778931452997
0.16,0.11289090544384725,-0.37340785678350547,0.3688545101938378,737.5122124744163,361.5204996370759,5.932351929876456,-3.084557035793587
0.2,0.15348499654426093,-0.1917242448466115,0.38216399519719896,685.8736828075125,345.8501219765388,7.1734065260558015,-3.064866342674845
0.24,0.19487548988570164,-0.009465035598909446,0.3779069890400787,635.8567406946917,350.49145048473247,7.080628761904752,-2.997665766683638
0.28,0.23259039332879228,0.1633333053846935,0.3621157216465206,586.9478602233173,349.2126229110802,6.486973334404979,3.1431506488331666
0.32,0.2689801257651404,0.3314883540103671,0.3363813985499704,542.075149780737,351.5525204288084,5.984306466422222,2.775643012794777
0.36,0.301431439942554,0.49630592511399946,0.2980568775801781,495.06783899208426,363.81315020851986,6.572686085432626,3.05192526606835
0.4,0.3324134909743783,0.6547861687700904,0.24699889993478413,453.74414075008997,380.1123524898292,4.510012287520954,2.9036332224846375
0.44,0.3612420452058243,0.8067652566606999,0.18739245314765665,414.4072421624439,388.2790706590858,4.553326628539406,2.6725639882812255
0.48,0.38841983509214134,0.9610293802167165,0.1132474712388383,374.67697702660433,405.21681163394436,5.432042167380828,2.7658368944110587
0.52,0.4126988862381308,1.10719013419354,0.02756312588796266,338.3434412020607,431.5323743613094,4.347187611950195,2.9958340300138473
0.56,0.4306180893714709,1.2178192493811586,0.0961879482395423,307.6203561676252,406.7476124257127,5.0562548621481,-2.7000471239877184
0.6,0.44769316575260876,1.3333463315595777,0.1557622758141573,278.7523895391083,390.610399320634,4.3142075257912325,-2.639790762910386
0.64,0.4650246804184936,1.4298124896818718,0.20616922476210753,256.03358868049145,372.40296343948506,3.145699130880656,-2.8663248231739664
