Timestamp,X,Y,Z,u,v,l,theta
0.0,0.2319890949452107,-0.9478490463757232,0.1716966945060991,692.6283488479687,317.97795032739486,2.997714799870584,-1.4968988651525232
0.04,0.23910187830063026,-0.7340561206751225,0.22047128990630374,693.8745643548139,298.1526337985659,2.224575654995887,-1.4578941250266206
0.08,0.2441969327003983,-0.5288940015639995,0.25393090473328467,694.6431418142233,282.4278446566697,1.8670042770217528,-1.5657090328560745
0.12,0.2490298387263141,-0.33042358484498774,0.2735989579737032,695.3404371667608,270.2825556899292,1.2273798064781611,-1.481611867307418
0.16,0.258653148928777,-0.13130840380940648,0.2785417283919955,697.0857342598057,261.55947788386624,0.9160982735646394,-1.3247374811404
0.2,0.2638699158131945,0.055233107154634545,0.2719421959341563,697.8384493826084,255.97410314982525,0.6009539422237447,-1.3996189422950545
0.24,0.26926514071715457,0.23603491859140724,0.25553802494115024,698.6222867598294,252.82111866000935,0.21825868736517998,-0.7483888597347127
0.28,0.2749391302144865,0.4143856397471113,0.22195697100572895,699.4441300775339,253.52289351171584,0.1963062588745183,0.7417389987909937
0.32,0.2809510227418914,0.5840358944999596,0.18109024793595146,700.3400855057465,256.1008242183857,0.7369628401426728,1.40677770971345
0.36,0.28662322603683243,0.7478053907994867,0.12839192751993,701.1515531131558,261.3864222866655,0.6337963864886655,1.3064613654869128
0.4,0.2932688361637243,0.9070183266970451,0.06291012372392571,702.1592483864296,269.4826782350419,1.0613561106729963,1.1718075528472205
0.44,0.3016076141997106,1.057907484235184,0.0520334355332221,703.5914445800036,266.26722638184435,2.6661091352364217,-1.5460980902675052
0.48,0.30489004135729025,1.1785853358180975,0.11503496493286515,704.0769776507228,248.65405064376054,1.9355991883323158,-1.5015166101765642
0.52,0.31186710661941386,1.3093060913954537,0.15893436317290852,705.2996345377863,234.8357431541264,1.4974762188904975,-1.419735196615979
