Timestamp,X,Y,Z,u,v,l,theta
0.0,0.0765692085916077,-1.1749272745176718,0.2366821805820036,656.8095692381883,312.444288625435,2.6860595836224013,-1.602454104946883
0.04,0.07575328115657227,-0.9190343921414094,0.27795366710253655,656.495265843856,292.47422708387643,2.352654507816754,-1.6915757711030972
0.08,0.07877683206795827,-0.6733420550943993,0.304407799292782,657.0627933675523,276.65374820469117,1.8295598684285799,-1.4929779638087948
0.12,0.08202337812696002,-0.4333267809866935,0.32018162367952263,657.6657766429527,263.74647961519895,1.4108624315088705,-1.4953976639448343
0.16,0.08506816109000283,-0.2034154649086787,0.325122743846971,658.2106294798533,253.86617048153886,1.0161216337786663,-1.613138994644815
0.2,0.08982882831521764,0.018209175347543103,0.31732119768575284,659.1247853133867,247.27610454118712,0.8819146578874965,-0.9489490665338005
0.24,0.09544639031093934,0.2401042193060945,0.2969110254675839,660.2031773640607,243.54195610653758,0.4755890331392359,-1.758816541427802
0.28,0.09940931372777201,0.4460170457688559,0.2696730729726785,660.9067043655612,241.93005162509314,0.06824094984796492,-0.7037439450203229
0.32,0.10230607313515572,0.6500584591663316,0.22619286246890924,661.3562608349633,243.89807581897418,0.4969562389573493,1.3532425666239478
0.36,0.10695467888885109,0.8451800506886856,0.17609475247709774,662.1788394787227,247.5660321547391,0.565014424764842,1.4647841202866825
0.4,0.10978204330649917,1.0381119897010909,0.11474475200931436,662.5919144712374,253.63297519343007,0.983166557313043,1.5720405364803083
0.44,0.10989141383254686,1.2184898214722044,0.045358585492904946,662.4244548218768,261.74281959087585,1.3021255685042685,1.4738425361129834
0.48,0.1132815154571731,1.3828768441982688,0.06938790137890163,663.0329966198173,250.84590956815603,2.6055172832770914,-1.5327140261304135
0.52,0.12008936174270134,1.5290903643333578,0.12817627845912008,664.3936532935369,233.49671005742172,2.1686220041261035,-1.5077589464893004
