Timestamp,X,Y,Z,u,v,l,theta
0.0,0.4544475066068382,1.6419708940836355,0.2191951255319835,734.4852671120129,210.96018098062333,3.2008739758624776,2.3913695053590893
0.04,0.36914824337618174,1.364978215623734,0.1773138263463536,717.3196874767373,229.08599329302558,3.1247421736739223,2.264493490252807
0.08,0.28424101711629646,1.107241188164437,0.12358422073644093,699.8381514552275,249.38824355951442,3.556030744408279,2.272866774019087
0.12,0.1977021651209703,0.8570988202083251,0.06125849037040062,681.6585199025377,271.616613909394,3.9780767437362368,2.2419590153434643
0.16,0.1108772767698367,0.6263552440490534,0.04057079563605199,663.1017961481823,284.5904508484784,2.1076182557724223,-2.7930587417434656
0.2,0.030467985362416346,0.4270778107361648,0.09384734944855763,645.6712597329746,280.61234681939135,2.132134697554403,-3.012490408279833
0.24,-0.050164509989170845,0.23528231689613022,0.1305700948560109,627.9043968974074,279.8894263747883,2.1807225767442544,-3.09561860531544
0.28,-0.13503533307080992,0.041804089215398174,0.15787652621349837,608.9125243886049,281.28325301580236,2.415040993715579,2.908811706292401
0.32,-0.21155434246289248,-0.11901083055539814,0.18141971264235063,591.5620764076052,282.2677721626251,2.068398220129752,3.077520099013184
0.36,-0.2872316660770942,-0.2699514352153243,0.19515625408819445,574.2001502133842,285.0584016080958,2.218534312079791,2.8610184144278095
0.4,-0.36346082137968205,-0.4175850185105406,0.19321244906571586,556.512689300539,291.2550940081079,2.542498344118983,2.7279995184568087
0.44,-0.4384274419777305,-0.5590204143622347,0.17648486027690982,538.932877913508,300.59689546849927,2.7016311864576523,2.580188556271027
0.48,-0.5155164601323552,-0.6987349118462364,0.14551009323016711,520.6836029755774,313.1860279794685,2.951408589927804,2.453649237360101
0.52,-0.592386571130557,-0.8333944856644734,0.09929085725616534,502.3226865341138,329.1566675284152,3.2483333748740097,2.354950282855419
0.56,-0.6687252996046278,-0.9651222078652216,0.03930607542207247,483.9240915913696,348.29948512618574,3.3631293784042273,2.298850408780293
