Timestamp,X,Y,Z,u,v,l,theta
0.0,0.322098389020626,1.5513667156562323,0.2196349707907572,208.84006717945044,336.11361939244057,13.353590225753225,-0.4081984874417511
0.04,0.2878638067423484,1.2612926554999009,0.30503244050973477,303.3889980891336,303.9683939540812,10.207278368355743,-0.19607612494093926
0.08,0.2554660101664072,0.978463650407873,0.36384325343924157,385.49841733796313,284.5167117386298,9.99611088550052,-0.21245564026237462
0.12,0.2256566181947973,0.7034661981240997,0.39884712835393643,462.65234781856054,270.31651113361727,7.613913448103631,-0.2528587534868073
0.16,0.1964788485271327,0.4414751568971188,0.409880611105448,535.5286126169536,266.4154038835141,9.062187553715528,-0.06325109624872344
0.2,0.1700476992547474,0.18368832509569213,0.4028732316287425,600.1034834194618,265.81394550406355,7.740872689413768,0.07243083112274042
0.24,0.14321008481700034,-0.061622766155653,0.3729416374572624,654.07176762068,273.1135426364631,9.279045980365051,0.1936517543325431
0.28,0.1151587887870856,-0.3058382724560385,0.32778170565189507,709.934001840646,279.4168043354947,6.123970594521586,0.22738535618472216
0.32,0.0922761219433633,-0.5288333331269446,0.2623513112965482,758.8168145633815,294.4414696513467,4.482072971701722,0.3296566107636447
0.36,0.06960236539471033,-0.7494733757851243,0.17990718383747353,800.6556072530942,314.04573496915935,5.079812987678774,0.20331861034552307
0.4,0.04905840997887513,-0.9593727898626608,0.08097784526577728,843.7232613216598,336.49122140745993,5.924877410027132,0.4737455959684114
0.44,0.02803879232075723,-1.1512049907819741,0.04829605513837223,872.2958854779918,338.99730706111086,5.635469212023096,-0.7212993209793318
0.48,0.013186239274991117,-1.32445721590628,0.13860623335452996,909.9726222991565,316.40789675075297,5.785445703215227,-0.482731728293757
0.52,0.0010330834043780564,-1.4976677823529418,0.21138073806964033,932.6701241466076,295.38407083589425,4.143211725262338,-0.5369400829423384
